0
                    Filename,  Orb_st Orb_end,         Start_time,           End_time, Status_flag,    Npackets, Drift_start,   Drift_end, Data source,
"hsi_20051004_142620_001.fits   20049   20050 04-Oct-05 14:26:20 04-Oct-05 15:47:20           1       99998      -1.301      -1.301                            Spacecraft:vc1_20051004232318.0,vc3_20051004232318.0"
"hsi_20051004_154720_001.fits   20049   20050 04-Oct-05 15:47:20 04-Oct-05 16:02:20           1       13847      -1.301      -1.301                            Spacecraft:vc1_20051004232318.0,vc3_20051004232318.0"
"hsi_20051004_160220_003.fits   20050   20051 04-Oct-05 16:02:20 04-Oct-05 17:17:20           1       99877      -1.301      -1.302                            Spacecraft:vc1_20051005010424.0,vc3_20051005010424.0"
"hsi_20051004_171720_003.fits   20050   20051 04-Oct-05 17:17:20 04-Oct-05 17:38:00           1       20553      -1.302      -1.302                            Spacecraft:vc1_20051005010424.0,vc3_20051005010424.0"
"hsi_20051004_173800_002.fits   20051   20052 04-Oct-05 17:38:00 04-Oct-05 18:49:20           1       99834      -1.302      -1.302                            Spacecraft:vc1_20051005010424.0,vc3_20051005010424.0"
"hsi_20051004_184920_002.fits   20051   20052 04-Oct-05 18:49:20 04-Oct-05 19:14:00           1       26605      -1.302      -1.302                            Spacecraft:vc1_20051005010424.0,vc3_20051005010424.0"
hsi_20051004_191400_003.fits   20052   20053 04-Oct-05 19:14:00 04-Oct-05 20:27:40           1       99651      -1.302      -1.302                                                 Spacecraft:vc3_20051005150440.0
hsi_20051004_202740_003.fits   20052   20053 04-Oct-05 20:27:40 04-Oct-05 20:50:00           1       17564      -1.302      -1.302                                                 Spacecraft:vc3_20051005150440.0
"hsi_20051004_205000_003.fits   20053   20054 04-Oct-05 20:50:00 04-Oct-05 21:54:20           1       99644      -1.302      -1.302                            Spacecraft:vc1_20051005163936.0,vc3_20051005163936.0"
"hsi_20051004_215420_003.fits   20053   20054 04-Oct-05 21:54:20 04-Oct-05 22:26:00           1       42722      -1.302      -1.302                            Spacecraft:vc1_20051005163936.0,vc3_20051005163936.0"
hsi_20051004_222600_003.fits   20054   20055 04-Oct-05 22:26:00 04-Oct-05 23:47:40           1       99307      -1.302      -1.302                                                 Spacecraft:vc3_20051005164511.0
hsi_20051004_234740_003.fits   20054   20055 04-Oct-05 23:47:40 05-Oct-05 00:02:00           1        4324      -1.302      -1.302                                                 Spacecraft:vc3_20051005164511.0
hsi_20051005_000200_002.fits   20055   20056 05-Oct-05 00:02:00 05-Oct-05 01:16:40           1       99974      -1.302      -1.303                                                 Spacecraft:vc3_20051005164511.0
hsi_20051005_011640_002.fits   20055   20056 05-Oct-05 01:16:40 05-Oct-05 01:38:00           1       15795      -1.303      -1.303                                                 Spacecraft:vc3_20051005164511.0
